Item ID, Profit, Weight
5156,1365,23
5157,440,35
5158,291,34
5159,848,34
5160,871,24
5161,1547,41
5162,1972,28
5163,807,21
5164,1540,35
5165,1796,34
5166,110,30
5167,1292,21
5168,937,28
5169,1413,39
5170,1458,41
5171,1493,37
5172,1816,36
5173,1077,30
5174,1087,35
5175,1545,25
5176,1444,22
5177,662,24
5178,1678,43
5179,1747,35
5180,589,25
5181,1214,46
5182,1074,29
5183,1219,23
5184,1622,39
5185,1482,27
5186,1765,34
5187,1133,50
5188,888,41
5189,2058,24
5190,560,36
5191,1138,39
5192,720,19
5193,1323,41
5194,849,44
5195,2080,17
5196,807,46
5197,544,37
5198,1565,30
5199,535,44
5200,1053,27
5201,608,42
5202,1245,33
5203,1440,28
5204,770,31
5205,354,33
5206,1091,17
5207,2067,34
5208,1172,38
5209,720,30
5210,400,26
5211,588,24
5212,730,15
5213,899,31
5214,110,28
5215,912,28
5216,1306,29
5217,784,33
5218,1427,27
5219,1460,29
5220,976,35
5221,1048,28
5222,475,36
5223,932,37
5224,893,18
5225,444,45
5226,476,22
5227,963,50
5228,763,15
5229,110,34
5230,831,37
5231,686,28
5232,545,35
5233,1128,36
5234,1470,38
5235,345,42
5236,293,32
5237,125,42
5238,935,43
5239,1880,33
5240,881,32
5241,1734,28
5242,714,29
5243,338,39
5244,985,42
5245,1198,37
5246,1340,31
5247,660,34
5248,756,38
5249,1250,45
5250,1713,30
5251,554,17
5252,904,27
5253,895,47
5254,1287,32
5255,1112,35
5256,763,48
5257,1760,30
5258,770,28
5259,658,30
5260,1112,23
5261,1363,32
5262,1107,48
5263,1238,22
5264,1115,38
5265,686,19
5266,775,32
5267,1414,44
5268,606,25
5269,577,40
5270,1008,36
5271,1294,37
5272,880,35
5273,810,22
5274,1359,23
5275,523,31
5276,400,15
5277,851,19
5278,644,28
5279,1370,38
5280,949,18
5281,1792,15
5282,545,23
5283,1079,31
5284,2294,38
5285,1076,43
5286,1027,39
5287,1407,34
5288,725,38
5289,946,21
5290,177,20
5291,419,27
5292,1234,29
5293,406,35
5294,542,35
5295,732,28
5296,2306,31
5297,1618,26
5298,1197,31
5299,2103,31
5300,1263,29
5301,2358,32
5302,774,17
5303,1091,41
5304,458,22
5305,775,28
5306,965,20
5307,1459,30
5308,1397,34
5309,619,19
5310,1800,35
5311,1706,29
5312,1663,43
5313,2117,41
5314,1625,30
5315,534,42
5316,927,22
5317,1001,21
5318,1660,34
5319,741,41
5320,1451,36
5321,1361,37
5322,782,30
5323,1196,28
5324,522,44
5325,510,30
5326,294,35
5327,808,24
5328,1282,28
5329,1626,27
5330,1070,26
5331,1067,15
5332,690,39
5333,860,25
5334,1036,41
5335,1525,42
5336,1285,23
5337,110,29
5338,1711,44
5339,1818,25
5340,1206,22
5341,828,36
5342,517,30
5343,1034,33
5344,1310,27
5345,1516,26
5346,688,31
5347,795,27
5348,932,23
5349,110,37
5350,463,39
5351,741,34
5352,913,33
5353,110,46
5354,1023,35
5355,813,32
5356,604,39
5357,1300,28
5358,1993,16
5359,533,32
5360,939,30
5361,699,26
5362,553,42
5363,936,44
5364,1232,43
5365,503,17
5366,1249,38
5367,490,17
5368,358,29
5369,150,37
5370,1067,30
5371,661,36
5372,498,36
5373,421,43
5374,951,32
5375,1053,39
5376,1418,31
5377,639,44
5378,857,29
5379,840,32
5380,1233,28
5381,1446,33
5382,1538,34
5383,1627,41
5384,1318,34
5385,953,26
5386,1921,42
5387,594,18
5388,1019,42
5389,1856,40
5390,1688,24
5391,1320,25
5392,1256,30
5393,539,24
5394,1431,46
5395,683,30
5396,502,38
5397,1553,26
5398,1508,36
5399,1254,29
5400,1653,22
5401,455,28
5402,1464,44
5403,801,30
5404,1012,15
5405,1696,23
5406,330,50
5407,912,32
5408,461,32
5409,1609,38
5410,1427,35
5411,910,27
5412,1093,32
5413,619,22
5414,548,32
5415,1553,39
5416,533,26
5417,2143,31
5418,1277,31
5419,1237,33
5420,126,31
5421,1442,41
5422,1140,31
5423,836,29
5424,1007,23
5425,1506,38
5426,1724,28
5427,487,16
5428,1431,41
5429,695,17
5430,1186,39
5431,281,38
5432,524,36
5433,1003,30
5434,313,46
5435,1225,30
5436,284,33
5437,1704,42
5438,860,40
5439,1610,33
5440,113,30
5441,1861,38
5442,1024,24
5443,1843,34
5444,447,36
5445,314,39
5446,915,27
5447,1432,15
5448,1350,30
5449,1528,27
5450,926,20
5451,1246,48
5452,1128,43
5453,797,34
5454,487,22
5455,1645,32
5456,633,26
5457,431,39
5458,1354,42
5459,1191,23
5460,1020,17
5461,1221,28
5462,1208,23
5463,668,29
5464,441,34
5465,797,25
5466,891,37
5467,110,36
5468,893,45
5469,1076,19
5470,555,37
5471,1746,28
5472,760,42
5473,705,27
5474,1647,31
5475,1643,44
5476,987,35
5477,1329,20
5478,110,27
5479,1525,25
5480,1846,27
5481,638,37
5482,535,20
5483,110,38
5484,1808,24
5485,762,32
5486,404,25
5487,1186,33
5488,1147,27
5489,1706,39
5490,1081,37
5491,110,33
5492,703,33
5493,1378,32
5494,1245,29
5495,1134,22
5496,1452,39
5497,954,20
5498,1576,36
5499,1406,21
5500,624,29
5501,1363,44
5502,1072,29
5503,1031,28
5504,934,34
5505,657,31
5506,1149,21
5507,962,33
5508,420,27
5509,1163,19
5510,976,40
5511,588,20
5512,1498,50
5513,1501,25
5514,691,38
5515,357,50
5516,1465,38
5517,1821,30
5518,1248,44
5519,343,39
5520,1278,41
5521,1009,27
5522,1145,33
5523,110,15
5524,1274,22
5525,1005,30
5526,579,15
5527,1714,35
5528,670,40
5529,1667,29
5530,693,47
5531,835,17
5532,827,32
5533,316,21
5534,1209,29
5535,934,39
5536,110,39
5537,1075,28
5538,919,40
5539,2219,15
5540,742,27
5541,806,33
5542,1145,28
5543,818,41
5544,784,33
5545,859,50
5546,110,35
5547,1484,31
5548,1645,39
5549,805,44
5550,856,43
5551,1778,23
5552,777,31
5553,110,27
5554,480,23
5555,617,36
5556,1220,30
5557,554,26
5558,932,16
5559,1019,16
5560,764,39
5561,805,36
5562,901,22
5563,531,29
5564,1226,29
5565,800,30
5566,1396,30
5567,110,26
5568,1074,25
5569,1397,48
5570,697,41
5571,1103,36
5572,530,29
5573,1117,34
5574,1859,37
5575,899,44
5576,1498,25
5577,1264,34
5578,1047,27
5579,1260,18
5580,1263,38
5581,1883,49
5582,825,32
5583,1493,38
5584,110,41
5585,1102,22
5586,1199,27
5587,968,23
5588,464,32
5589,1512,22
5590,110,18
5591,1084,29
5592,465,43
5593,110,30
5594,1376,36
5595,1483,37
5596,805,42
5597,905,41
5598,984,33
5599,705,29
5600,1263,22
5601,1797,40
5602,816,30
5603,1599,18
5604,332,48
5605,198,31
5606,1876,36
5607,523,29
5608,1783,36
5609,1007,44
5610,1307,49
5611,1982,36
5612,510,36
5613,2300,31
5614,357,35
5615,1525,22
5616,110,38
5617,830,34
5618,2007,21
5619,450,36
5620,735,34
5621,1631,15
5622,547,28
5623,755,29
5624,925,25
5625,1391,23
5626,626,27
5627,214,36
5628,802,27
5629,1649,35
5630,1341,36
5631,1265,39
5632,1564,34
5633,2191,23
5634,1571,15
5635,919,38
5636,1613,23
5637,1199,37
5638,494,31
5639,1010,26
5640,1840,26
5641,800,29
5642,1206,34
5643,1149,39
5644,703,29
5645,1305,32
5646,549,32
5647,526,37
5648,452,44
5649,1944,27
5650,1114,43
5651,1667,21
5652,1277,33
5653,375,44
5654,697,40
5655,1717,39
5656,441,23
5657,1170,19
5658,1096,23
5659,913,33
5660,1127,38
5661,1856,29
5662,1200,31
5663,1748,36
5664,915,26
5665,728,40
5666,1040,39
5667,2178,19
5668,1515,23
5669,814,23
5670,1266,29
5671,444,15
5672,1051,25
5673,750,32
5674,1492,40
5675,1205,44
5676,1053,33
5677,666,25
5678,1616,38
5679,1447,36
5680,1856,45
5681,893,23
5682,1343,27
5683,162,36
5684,641,37
5685,1029,40
5686,1106,30
5687,1533,41
5688,1187,25
5689,1195,24
5690,471,45
5691,1162,47
5692,539,28
5693,954,28
5694,253,45
5695,610,29
5696,1294,33
5697,1350,23
5698,1291,18
5699,640,24
5700,1100,43
5701,110,36
5702,259,39
5703,727,22
5704,968,17
5705,237,17
5706,203,34
5707,1011,23
5708,1012,29
5709,834,36
5710,562,24
5711,763,26
5712,673,23
5713,337,29
5714,1345,22
5715,1106,19
5716,919,31
5717,949,35
5718,2020,38
5719,439,26
5720,293,32
5721,2692,33
5722,1560,30
5723,1046,44
5724,1112,35
5725,717,15
5726,1601,41
5727,879,29
5728,713,41
5729,1218,23
5730,751,30
5731,1044,32
5732,829,34
5733,1005,50
5734,1194,29
5735,1658,37
5736,1326,25
5737,709,29
5738,2411,30
5739,1113,40
5740,1040,18
5741,404,37
5742,388,19
5743,1364,22
5744,831,15
5745,1327,25
5746,861,39
5747,1325,38
5748,546,39
5749,553,43
5750,321,33
5751,1579,15
5752,963,33
5753,1038,33
5754,1326,34
5755,1494,28
5756,420,30
5757,1847,41
5758,416,27
5759,1027,29
5760,755,19
5761,602,34
5762,1748,38
5763,469,25
5764,1029,27
5765,641,26
5766,1324,34
5767,528,25
5768,921,24
5769,156,35
5770,955,40
5771,1290,15
5772,677,26
5773,1170,41
5774,1785,20
5775,737,22
5776,649,40
5777,286,35
5778,314,31
5779,1955,25
5780,1544,37
5781,917,24
5782,1139,40
5783,434,15
5784,444,31
5785,1663,24
5786,554,32
5787,1093,15
5788,1165,28
5789,1384,24
5790,352,15
5791,472,29
5792,110,42
5793,498,20
5794,357,30
5795,394,22
5796,918,39
5797,1185,15
5798,858,27
5799,966,33
5800,1041,17
5801,1134,45
5802,127,40
5803,1028,30
5804,1527,50
5805,316,19
5806,513,29
5807,1285,37
5808,318,41
5809,1984,23
5810,1680,31
5811,1029,43
5812,1082,15
5813,926,32
5814,538,31
5815,1392,37
5816,895,33
5817,1084,41
5818,1213,29
5819,1782,36
5820,679,29
5821,1537,38
5822,1628,28
5823,592,24
5824,110,36
5825,1348,30
5826,726,30
5827,1903,40
5828,1246,34
5829,534,25
5830,1566,16
5831,1251,38
5832,1537,39
5833,414,32
5834,1085,38
5835,1925,31
5836,635,34
5837,231,35
5838,947,28
5839,563,23
5840,1219,25
5841,1242,33
5842,816,28
5843,1483,30
5844,327,37
5845,1572,38
5846,1207,27
5847,866,25
5848,615,44
5849,784,38
5850,1093,40
5851,365,15
5852,902,37
5853,766,26
5854,1184,33
5855,1713,20
5856,745,29
5857,1185,40
5858,892,40
5859,1842,30
5860,401,49
5861,989,24
5862,1263,33
5863,907,25
5864,1546,47
5865,1461,30
5866,822,31
5867,481,28
5868,1470,26
5869,404,15
5870,1042,39
5871,1058,35
5872,845,24
5873,1266,41
5874,266,29
5875,1548,28
5876,404,37
5877,682,25
5878,1028,25
5879,1473,27
5880,1755,35
5881,1059,27
5882,430,47
5883,759,21
5884,1224,34
5885,538,33
5886,1730,34
5887,110,35
5888,821,41
5889,500,50
5890,529,24
5891,1894,28
5892,818,40
5893,1816,15
5894,2184,50
5895,984,21
5896,1770,15
5897,592,47
5898,159,39
5899,2023,34
5900,110,15
5901,1508,15
5902,199,41
5903,1254,34
5904,1136,34
5905,867,36
5906,2173,30
5907,484,21
5908,1074,28
5909,792,24
5910,1134,33
5911,935,41
5912,327,28
5913,1504,40
5914,1584,26
5915,794,29
5916,1259,31
5917,539,21
5918,813,35
5919,505,22
5920,1665,30
5921,356,39
5922,899,17
5923,1265,29
5924,922,32
5925,731,29
5926,959,35
5927,1089,24
5928,1215,36
5929,701,30
5930,1196,31
5931,110,35
5932,1613,27
5933,942,34
5934,1150,40
5935,1645,32
5936,963,32
5937,854,31
5938,739,38
5939,110,47
5940,551,15
5941,134,39
5942,1548,44
5943,971,33
5944,1015,24
5945,1275,29
5946,185,37
5947,1055,15
5948,649,25
5949,923,30
5950,1047,40
5951,110,21
5952,1022,41
5953,927,26
5954,1196,43
5955,1361,47
5956,716,34
5957,1210,47
5958,537,37
5959,1367,31
5960,871,30
5961,974,24
5962,110,36
5963,1187,50
5964,1308,28
5965,1867,30
5966,622,27
5967,1091,25
5968,247,25
5969,110,37
5970,110,47
5971,1579,16
5972,1804,46
5973,428,37
5974,1473,43
5975,128,30
5976,744,26
5977,967,30
5978,955,47
5979,1152,20
5980,659,30
5981,749,32
5982,129,34
5983,110,21
5984,1338,22
5985,1377,23
5986,347,27
5987,1677,44
5988,1127,41
5989,1131,48
5990,1302,34
5991,918,50
5992,426,38
5993,1227,21
5994,864,36
5995,1727,37
5996,827,24
5997,817,17
5998,1404,44
5999,722,33
6000,672,28
6001,1177,40
6002,1320,26
6003,917,35
6004,230,45
6005,1258,29
6006,389,21
6007,1389,19
6008,2391,26
6009,1030,35
6010,653,37
6011,1246,15
6012,725,50
6013,110,15
6014,1465,32
6015,844,28
6016,1860,27
6017,1795,33
6018,1368,25
6019,509,46
6020,759,41
6021,1957,41
6022,589,31
6023,1006,36
6024,989,27
6025,365,31
6026,1123,44
6027,1017,30
6028,1185,35
6029,1083,23
6030,514,33
6031,1079,18
6032,656,32
6033,464,42
6034,306,37
6035,857,44
6036,945,50
6037,1111,26
6038,1344,45
6039,1042,17
6040,1020,19
6041,1179,34
6042,1155,30
6043,1114,42
6044,671,27
6045,466,15
6046,369,50
6047,790,50
6048,1144,31
6049,1093,32
6050,996,34
6051,966,42
6052,1462,35
6053,497,30
6054,478,16
6055,1631,17
6056,947,26
6057,765,31
6058,306,22
6059,110,39
6060,1187,34
6061,429,24
6062,1766,38
6063,513,43
6064,885,32
6065,1977,30
6066,1018,33
6067,1480,35
6068,1304,47
6069,770,23
6070,718,29
6071,1522,25
6072,1182,15
6073,764,43
6074,1324,19
6075,1525,44
6076,1181,36
6077,1740,23
6078,471,38
6079,798,18
6080,1448,33
6081,110,28
6082,1213,30
6083,639,41
6084,1843,24
6085,1170,27
6086,805,32
6087,1093,46
6088,1531,19
6089,500,40
6090,1952,25
6091,1162,24
6092,920,15
6093,1016,37
6094,683,37
6095,133,37
6096,1567,15
6097,1319,37
6098,1540,45
6099,1513,32
6100,1140,41
6101,1374,32
6102,1179,31
6103,716,37
6104,1653,39
6105,1612,24
6106,911,39
6107,751,40
6108,1358,29
6109,1095,28
6110,586,31
6111,716,38
6112,1478,29
6113,1066,32
6114,1084,35
6115,807,25
6116,1477,30
6117,1332,24
6118,2106,42
6119,1410,22
6120,1097,15
6121,1092,27
6122,877,37
6123,1475,26
6124,568,36
6125,850,42
6126,1265,37
6127,776,28
6128,1636,38
6129,1115,26
6130,2062,39
6131,1233,31
6132,797,47
6133,1524,40
6134,1155,35
6135,800,41
6136,942,25
6137,250,37
6138,1163,26
6139,2244,45
6140,678,30
6141,539,38
6142,401,29
6143,1198,35
6144,809,18
6145,1588,33
6146,891,45
6147,579,35
6148,1400,25
6149,509,47
6150,151,30
6151,818,19
6152,526,22
6153,959,29
6154,1026,36
6155,1190,39
6156,956,40
6157,339,40
6158,1429,37
6159,710,29
6160,702,31
6161,199,30
6162,767,32
6163,401,21
6164,1172,26
6165,996,22
6166,1080,27
6167,998,30
6168,1563,38
6169,1295,27
6170,370,23
6171,774,27
6172,2129,22
6173,1261,42
6174,599,36
6175,1833,20
6176,465,38
6177,1410,31
6178,1310,36
6179,990,31
6180,117,26
6181,927,35
6182,685,27
6183,542,26
6184,1501,33
6185,485,29
6186,996,29
6187,110,39
6188,1319,44
6189,1487,28
6190,510,24
6191,633,18
6192,1346,24
6193,1402,37
6194,1008,36
6195,770,29
6196,1109,39
6197,886,27
6198,1174,28
6199,968,23
6200,997,34
6201,712,34
6202,1744,23
6203,1477,27
6204,2101,40
6205,548,38
6206,1786,35
6207,967,32
6208,1026,33
6209,110,28
6210,923,39
6211,868,38
6212,1828,46
6213,1016,38
6214,960,44
6215,244,42
6216,1540,26
6217,821,23
6218,1222,33
6219,2381,21
6220,932,34
6221,1032,21
6222,1167,26
6223,853,43
6224,1262,34
6225,1040,32
6226,1160,44
6227,1197,46
6228,651,26
6229,1911,49
6230,1087,43
6231,363,22
6232,1473,40
6233,1051,31
6234,110,32
6235,1715,30
6236,633,25
6237,1388,29
6238,1842,38
6239,1660,20
6240,1231,26
6241,1201,31
6242,1153,22
6243,602,18
6244,669,40
6245,691,27
6246,218,50
6247,1188,24
6248,1276,30
6249,1191,20
6250,110,30
6251,899,34
6252,1505,28
6253,636,30
6254,1202,33
6255,1256,19
6256,1046,27
6257,257,29
6258,1030,43
6259,778,26
6260,1583,24
6261,1252,28
6262,883,35
6263,717,30
6264,335,34
6265,731,31
6266,112,19
6267,2024,34
6268,1514,28
6269,413,22
6270,882,29
6271,381,15
6272,687,40
6273,110,38
6274,1321,50
6275,1021,33
6276,1355,47
6277,411,41
6278,890,31
6279,817,28
6280,1089,20
6281,1731,36
6282,1218,21
6283,1948,37
6284,1630,45
6285,752,29
6286,1602,21
6287,1908,31
6288,1347,50
6289,1017,32
6290,1063,28
6291,601,26
6292,1123,18
6293,428,38
6294,988,37
6295,505,16
6296,1351,40
6297,673,44
6298,406,38
6299,1395,47
6300,1618,29
6301,1253,25
6302,1327,20
6303,1529,44
6304,858,15
6305,1673,24
6306,372,29
6307,1522,49
6308,1233,34
6309,880,31
6310,489,26
6311,988,37
6312,659,29
6313,774,18
6314,1466,44
6315,1751,30
6316,945,33
6317,1436,25
6318,1419,38
6319,1439,35
6320,1979,49
6321,1904,30
6322,110,26
6323,1454,29
6324,841,41
6325,493,25
6326,1081,33
6327,2070,33
6328,112,41
6329,924,23
6330,1318,38
6331,1404,31
6332,2071,28
6333,773,25
6334,944,31
6335,1282,39
6336,1839,23
6337,1245,27
6338,809,43
6339,110,32
6340,1362,22
6341,493,30
6342,1538,41
6343,886,46
6344,1374,44
6345,121,23
6346,1531,36
6347,1740,34
6348,1139,38
6349,1053,33
6350,566,33
6351,1118,38
6352,1192,25
6353,2175,34
6354,1095,27
6355,1436,28
6356,451,36
6357,1022,23
6358,1233,29
6359,993,28
6360,1512,36
6361,604,28
6362,889,47
6363,979,43
6364,1553,43
6365,858,22
6366,946,24
6367,110,25
6368,1774,33
6369,1328,43
6370,541,26
6371,671,16
6372,1311,42
6373,1138,25
6374,1470,33
6375,674,26
6376,825,25
6377,1497,39
6378,606,33
6379,1197,42
6380,1558,34
6381,1104,39
6382,638,22
6383,699,34
6384,878,33
6385,789,31
6386,1194,15
6387,1090,43
6388,1597,32
6389,1088,26
6390,1508,36
6391,110,15
6392,675,22
6393,110,38
6394,1563,47
6395,722,43
6396,1024,34
6397,1272,41
6398,1635,32
6399,941,31
6400,369,29
6401,478,23
6402,2062,32
6403,110,32
6404,501,50
6405,1379,28
6406,1145,40
6407,1599,28
6408,762,28
6409,719,20
6410,1121,45
6411,903,24
6412,1251,21
6413,442,23
6414,635,41
6415,271,44
6416,1218,43
6417,119,29
6418,187,24
6419,1517,33
6420,1107,25
6421,442,20
6422,707,25
6423,645,16
6424,1432,28
6425,1112,29
6426,547,29
6427,539,20
6428,939,34
6429,1053,34
6430,260,31
6431,746,24
6432,1366,30
6433,1352,29
6434,1170,43
6435,1131,27
6436,1023,27
6437,333,23
6438,1784,15
6439,1437,26
6440,721,37
6441,1578,39
6442,1090,34
6443,805,42
6444,980,38
6445,110,34
6446,1436,38
6447,1396,27
6448,1695,15
6449,1063,25
6450,604,20
6451,1397,15
6452,932,43
6453,931,27
6454,1404,37
6455,606,38
6456,402,32
6457,765,30
6458,1202,30
6459,110,48
6460,1166,15
6461,1818,37
6462,1859,40
6463,1980,32
6464,400,48
6465,836,27
6466,1298,32
6467,770,32
6468,815,42
6469,949,33
6470,110,25
6471,1031,35
6472,1013,44
6473,738,34
6474,1740,29
6475,1625,28
6476,556,33
6477,1349,20
6478,593,31
6479,469,39
6480,1224,31
6481,937,43
6482,1079,18
6483,1641,40
6484,1202,41
6485,1212,34
6486,928,44
6487,1752,23
6488,686,23
6489,110,41
6490,2097,38
6491,704,30
6492,736,39
6493,1054,37
6494,826,29
6495,652,42
6496,605,35
6497,1238,32
6498,1518,50
6499,1184,50
6500,365,25
6501,1101,27
6502,972,36
6503,286,37
6504,2266,24
6505,1054,41
6506,159,34
6507,1691,34
6508,482,35
6509,916,37
6510,781,46
6511,893,39
6512,1154,28
6513,960,44
6514,1210,15
6515,617,24
6516,900,35
6517,366,41
6518,1487,20
6519,1421,41
6520,1360,24
6521,1306,50
6522,400,43
6523,1004,30
6524,188,29
6525,345,22
6526,1691,33
6527,452,37
6528,1217,31
6529,1188,38
6530,436,27
6531,770,36
6532,1286,20
6533,2005,27
6534,669,42
6535,1712,26
6536,884,24
6537,1534,40
6538,1395,29
6539,627,19
6540,1171,35
6541,1368,27
6542,748,24
6543,1829,28
6544,110,19
6545,404,41
6546,249,37
6547,957,15
6548,541,37
6549,649,24
6550,1506,39
6551,1505,18
6552,1213,38
6553,441,34
6554,314,29
6555,1080,31
6556,1175,17
6557,1305,31
6558,1704,33
6559,1429,50
6560,640,24
6561,915,29
6562,538,27
6563,436,15
6564,1509,24
6565,861,28
6566,1655,31
6567,1258,40
6568,2011,27
6569,1750,39
6570,1773,31
6571,473,41
6572,528,27
6573,959,19
6574,901,36
6575,110,32
6576,679,46
6577,733,17
6578,1174,32
6579,1528,40
6580,1311,45
6581,1062,25
6582,1007,16
6583,120,37
6584,1047,35
6585,110,26
6586,583,36
6587,963,26
6588,563,36
6589,1055,46
6590,1696,29
6591,789,19
6592,1054,28
6593,1119,43
6594,531,42
6595,512,24
6596,832,35
6597,110,41
6598,533,19
6599,1283,25
6600,831,21
6601,785,42
6602,110,39
6603,1133,26
6604,469,34
6605,1078,24
6606,1333,18
6607,1319,38
6608,643,35
6609,292,37
6610,1569,32
6611,872,29
6612,667,43
6613,1007,35
6614,127,32
6615,110,27
6616,1048,32
6617,1177,40
6618,1273,27
6619,979,15
6620,1052,33
6621,1687,41
6622,1176,42
6623,795,24
6624,911,25
6625,643,29
6626,110,28
6627,1862,27
6628,1020,22
6629,838,15
6630,556,40
6631,1242,40
6632,1136,38
6633,687,21
6634,343,39
6635,843,39
6636,888,27
6637,830,28
6638,1264,25
6639,1142,22
6640,926,42
6641,1522,22
6642,842,19
6643,1749,32
6644,932,33
6645,110,41
6646,1626,34
6647,1377,15
6648,110,16
6649,259,30
6650,1251,37
6651,931,29
6652,432,41
6653,916,42
6654,1171,39
6655,1181,26
6656,1744,26
6657,1424,49
6658,1621,50
6659,956,34
6660,1298,44
6661,1148,48
6662,1280,30
6663,1306,37
6664,2033,15
6665,110,46
6666,242,26
6667,840,24
6668,1351,50
6669,787,44
6670,1566,50
6671,892,38
6672,995,39
6673,1609,25
6674,1503,43
6675,1641,33
6676,1311,32
6677,610,35
6678,629,34
6679,1284,31
6680,1366,15
6681,544,39
6682,862,38
6683,695,45
6684,374,37
6685,684,30
6686,1172,37
6687,531,20
6688,685,36
6689,880,50
6690,1476,28
6691,850,42
6692,974,43
6693,1327,27
6694,1082,17
6695,805,32
6696,1437,40
6697,1144,34
6698,1402,35
6699,1150,42
6700,1100,30
6701,955,15
6702,794,25
6703,1727,35
6704,848,35
6705,560,36
6706,1290,41
6707,1401,16
6708,346,30
6709,425,26
6710,1456,28
6711,479,27
6712,807,33
6713,1358,45
6714,110,30
6715,358,36
6716,1639,49
6717,635,34
6718,1029,18
6719,792,36
6720,358,15
6721,2165,26
6722,524,26
6723,1407,34
6724,362,30
6725,1444,31
6726,1563,26
6727,501,30
6728,951,42
6729,625,32
6730,1172,35
6731,848,30
6732,707,31
6733,185,33
6734,1783,43
6735,1643,41
6736,1094,43
6737,768,44
6738,1461,31
6739,1353,15
6740,1170,32
6741,1926,30
6742,1868,42
6743,1574,36
6744,581,22
6745,980,36
6746,1549,25
6747,1257,33
6748,1534,46
6749,1398,26
6750,210,40
6751,1307,40
6752,1296,33
6753,1151,35
6754,1144,44
6755,409,16
6756,1337,16
6757,1361,30
6758,110,24
6759,1361,25
6760,501,32
6761,401,35
6762,1197,25
6763,781,26
6764,1000,31
6765,1057,35
6766,1001,28
6767,607,41
6768,364,26
6769,946,29
6770,906,35
6771,792,36
6772,479,36
6773,665,39
6774,951,24
6775,708,25
6776,110,29
6777,692,19
6778,721,35
6779,1128,44
6780,1554,40
6781,879,15
6782,745,36
6783,1514,39
6784,1654,44
6785,1513,32
6786,535,26
6787,662,38
6788,836,25
6789,785,33
6790,866,50
6791,1453,39
6792,1234,30
6793,722,42
6794,622,28
6795,1490,28
6796,110,38
6797,710,37
6798,1463,29
6799,484,20
6800,1154,27
6801,906,25
6802,936,25
6803,733,35
6804,1803,50
6805,1147,41
6806,892,31
6807,587,39
6808,1128,46
6809,1024,23
6810,776,24
6811,1250,36
6812,450,32
6813,780,33
6814,1440,45
6815,1327,15
6816,814,15
6817,1091,37
6818,709,30
6819,779,47
6820,359,32
6821,1167,28
6822,699,25
6823,858,30
6824,428,24
6825,989,27
6826,110,34
6827,907,41
6828,1316,18
6829,1043,24
6830,1878,15
6831,1524,43
6832,1025,40
6833,914,30
6834,1706,36
6835,812,21
6836,1899,26
6837,578,15
6838,1610,40
6839,110,44
6840,718,24
6841,407,30
6842,340,39
6843,769,44
6844,764,33
6845,352,32
6846,1436,15
6847,110,15
6848,110,27
6849,1194,34
6850,1451,43
6851,886,30
6852,1282,39
6853,910,33
6854,1411,33
6855,981,37
6856,1911,32
6857,1432,30
6858,845,27
6859,1109,42
6860,1735,25
6861,1826,37
6862,1334,30
6863,1789,40
6864,810,41
6865,1319,34
6866,399,34
6867,944,28
6868,1620,30
6869,1451,40
6870,486,46
6871,472,36
6872,1381,41
6873,796,45
6874,888,40
6875,622,30
6876,1256,50
6877,1357,28
6878,668,22
6879,675,19
6880,114,42
6881,558,26
6882,629,30
6883,487,35
6884,110,39
6885,904,29
6886,1672,28
6887,1058,34
6888,660,26
6889,1058,20
6890,1594,36
6891,1206,28
6892,1153,42
6893,110,31
6894,1708,36
6895,316,40
6896,1295,31
6897,1285,22
6898,1186,32
6899,790,23
6900,884,28
6901,1629,38
6902,1083,50
6903,1231,23
6904,1290,40
6905,660,38
6906,110,27
6907,248,31
6908,1613,26
6909,192,21
6910,110,35
6911,1764,50
6912,1407,30
6913,599,31
6914,569,19
6915,1470,35
6916,1745,23
6917,657,39
6918,468,40
6919,1774,48
6920,1244,38
6921,127,46
6922,848,21
6923,228,28
6924,1381,27
6925,885,26
6926,1761,38
6927,1145,27
6928,1660,32
6929,928,28
6930,422,21
6931,922,49
6932,1526,25
6933,1352,28
6934,2055,36
6935,1290,37
6936,1568,46
6937,1592,41
6938,119,30
6939,1574,30
6940,1063,35
6941,822,32
6942,2178,36
6943,110,26
6944,1289,26
6945,233,30
6946,1144,42
6947,1393,33
6948,457,46
6949,675,23
6950,1997,38
6951,1053,29
6952,1113,41
6953,1088,40
6954,1933,40
6955,1016,37
6956,1185,47
6957,368,50
6958,744,33
6959,903,40
6960,525,25
6961,1269,38
6962,1381,22
6963,883,41
6964,1152,41
6965,997,36
6966,1310,15
6967,1583,37
6968,621,19
6969,1390,29
6970,1099,46
6971,1511,21
6972,204,22
6973,1492,15
6974,567,31
6975,487,21
6976,1242,34
6977,1010,25
6978,1508,29
6979,1352,36
6980,606,15
6981,477,24
6982,110,45
6983,519,30
6984,1411,39
6985,1921,43
6986,110,39
6987,1585,42
6988,2004,27
6989,1448,27
6990,867,36
6991,1351,15
6992,945,29
6993,1515,43
6994,1238,37
6995,654,44
6996,584,36
6997,1522,26
6998,1616,23
6999,1818,41
7000,970,46
7001,972,46
7002,638,23
7003,723,25
7004,397,31
7005,1608,45
7006,116,32
7007,1040,32
7008,1337,27
7009,2383,27
7010,2037,34
7011,986,47
7012,1510,37
7013,1343,29
7014,1456,20
7015,1022,36
7016,307,24
7017,1448,24
7018,1068,33
7019,805,38
